0.0;0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.5;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.375 0.4473684210526316 0.3055555555555556 0.4166666666666667
0.75;0.75 0.75 0.75 0.9166666666666666 0.8333333333333334 0.75 0.5 0.75 0.75 0.75 0.75 0.75 0.625 0.625 0.75 0.75 0.75
0.0;0.40714285714285714 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.5;0.5 0.5 0.5 0.5 0.75 0.575 0.625 0.5
1.0;1.0 1.0 1.0 0.8333333333333334 1.0 1.0 1.0 1.0 0.5447368421052632 0.6538461538461539 0.6136363636363636 1.0 0.5 0.6666666666666666 0.875 0.875 1.0 1.0 1.0 1.0 1.0 1.0 0.75 0.4375 1.0
0.25;0.25 0.25 0.625 0.25 0.625 0.25 0.25 0.25 0.25 0.25 0.375
0.5;0.5555555555555556 0.3333333333333333 0.5 0.5 0.6875 0.625 0.625 0.5 0.5 0.5 0.5 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5833333333333334 0.5 0.5 0.5 0.5 0.5
0.5;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.75;0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
0.75;0.5735294117647058 0.5673076923076923 0.6206896551724138 0.5833333333333334 0.75 0.75 0.6875 0.8 0.6666666666666666 0.75 0.625 0.75 0.75 0.75 0.375 0.375 0.875 0.75 0.75
0.5;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5378787878787878 0.5 0.3269230769230769 0.5 0.5 0.5
0.0;0.35 0.45 0.5 0.32142857142857145 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.5394736842105263 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.75;0.75 0.75 0.75 0.75 0.75 0.39285714285714285 0.5625 0.4166666666666667
0.25;0.5833333333333334 0.3333333333333333 0.38513513513513514 0.38461538461538464 0.5833333333333334 0.5833333333333334 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25
0.5;0.4166666666666667 0.5 0.5 0.5 0.5 0.5 0.75 0.5535714285714286 0.6166666666666667 0.5161290322580645 0.5 0.5 0.6666666666666666 0.5 0.5 0.5 0.6447368421052632 0.5 0.5 0.5 0.5 0.5 0.5625 0.5 0.5 0.5 0.5 0.6666666666666666 0.5
1.0;1.0 1.0 1.0 1.0 0.6666666666666666 1.0 1.0 1.0 1.0 1.0 0.7083333333333334 1.0 1.0 1.0 1.0 1.0 1.0
0.25;0.25 0.25 0.25 0.25 0.25 0.125 0.125 0.16666666666666666 0.16666666666666666 0.125 0.16666666666666666 0.25 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.25
0.5;0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.3382352941176471 0.5 0.5 0.5 0.5 0.5
0.75;0.75 0.75 0.75 0.75 0.75 0.75
0.0;0.0 0.0 0.0 0.0 0.125 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.75;0.5035211267605634 0.47 0.53125 0.5952380952380952 0.8055555555555556 0.8055555555555556 0.78125 0.75 0.5375 0.625 0.625
0.75;0.375 0.75 0.375 0.75 0.75 0.5 0.375 0.5714285714285714 0.75 0.875 0.875 0.75
0.5;0.39473684210526316 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.25;0.5869565217391305 0.5 0.55 0.625 0.4583333333333333 0.4722222222222222 0.25 0.25
0.0;0.0 0.08333333333333333 0.0 0.0 0.0
0.75;0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
0.5;0.375 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.25 0.3333333333333333 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
0.0;0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.75;0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75
1.0;0.5833333333333334 0.375 1.0 1.0 1.0
0.25;0.575 0.515625 0.25 0.25 0.625 0.25 0.25 0.5 0.25 0.25 0.25 0.25 0.6363636363636364 0.25 0.25 0.375 0.25 0.375 0.25 0.25 0.25 0.25
0.0;0.125 0.328125 0.14285714285714285 0.0 0.3793103448275862 0.0 0.375 0.125 0.0 0.0 0.625 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.33620689655172414 0.16666666666666666 0.2833333333333333 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.75;0.75 0.75 0.75 0.75 0.75 0.75 0.5288461538461539 0.6209677419354839 0.75 0.75 0.75 0.75 0.75 0.75
0.75;0.5 0.75 0.75 0.75 0.75 0.75 0.625 0.5535714285714286 0.61
1.0;0.4666666666666667 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.8333333333333334 0.7 1.0 1.0 1.0 1.0
1.0;1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.875 1.0 1.0 1.0 1.0
1.0;1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.7 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.5535714285714286 0.4 1.0 1.0
0.0;0.25 0.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3125 0.5 0.5833333333333334 0.5833333333333334 0.5833333333333334 0.0 0.0
1.0;0.625 0.4473684210526316 0.4482758620689655 1.0 1.0 0.875 0.875 0.875 0.7045454545454546 0.875 0.875 0.875 0.5961538461538461 0.875 0.875 1.0 0.625 0.625 0.7045454545454546 0.625
0.0;0.0 0.3125 0.75 0.325 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.5;0.47368421052631576 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.25 0.5 0.5 0.5 0.5
0.0;0.0 0.0 0.0 0.3181818181818182 0.35714285714285715 0.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
